EMP-00037	worksIn	FL
EMP-00037	belongsTo	Legal
EMP-00037	hasEmploymentType	full_time
EMP-00038	hasRole	Operations_Staff
EMP-00038	worksIn	TX
EMP-00038	belongsTo	Operations
EMP-00038	hasEmploymentType	part_time
EMP-00039	hasRole	Data_Analyst
EMP-00039	worksIn	NY
EMP-00039	belongsTo	Legal
EMP-00039	hasEmploymentType	full_time
EMP-00040	hasRole	Software_Engineer
EMP-00040	worksIn	TX
EMP-00040	belongsTo	Operations
EMP-00040	hasEmploymentType	full_time
EMP-00041	hasRole	Operations_Staff
EMP-00041	worksIn	CA
EMP-00041	belongsTo	Operations
EMP-00041	hasEmploymentType	part_time
EMP-00042	hasRole	Software_Engineer
EMP-00042	worksIn	DE_national
EMP-00042	belongsTo	Operations
EMP-00042	hasEmploymentType	expatriate
EMP-00043	hasRole	Finance_Analyst
EMP-00043	worksIn	FL
EMP-00043	belongsTo	HR
EMP-00043	hasEmploymentType	expatriate
EMP-00044	hasRole	Software_Engineer
EMP-00044	worksIn	CA
EMP-00044	belongsTo	Legal
EMP-00044	hasEmploymentType	full_time
EMP-00045	hasRole	Operations_Staff
EMP-00045	worksIn	NY
EMP-00045	belongsTo	HR
EMP-00045	hasEmploymentType	part_time
EMP-00046	hasRole	Software_Engineer
EMP-00046	worksIn	UK_national
EMP-00046	belongsTo	Legal
EMP-00046	hasEmploymentType	full_time
EMP-00047	hasRole	Data_Analyst
EMP-00047	worksIn	UK_national
EMP-00047	belongsTo	Legal
EMP-00047	hasEmploymentType	full_time
EMP-00048	hasRole	Finance_Analyst
EMP-00048	worksIn	FL
EMP-00048	belongsTo	Finance
EMP-00048	hasEmploymentType	contractor
EMP-00049	hasRole	Data_Analyst
EMP-00049	worksIn	TX
EMP-00049	belongsTo	Finance
EMP-00049	hasEmploymentType	contractor
EMP-00050	hasRole	Operations_Staff
EMP-00050	worksIn	CA
EMP-00050	belongsTo	Legal
EMP-00050	hasEmploymentType	contractor
EMP-00051	hasRole	Finance_Analyst
EMP-00051	worksIn	FL
EMP-00051	belongsTo	Finance
EMP-00051	hasEmploymentType	full_time
EMP-00052	hasRole	Data_Analyst
EMP-00052	worksIn	FL
EMP-00052	belongsTo	Finance
EMP-00052	hasEmploymentType	contractor
EMP-00053	hasRole	Data_Analyst
EMP-00053	worksIn	CA
EMP-00053	belongsTo	Legal
EMP-00053	hasEmploymentType	expatriate
EMP-00054	hasRole	HR_Manager
EMP-00054	worksIn	WA
EMP-00054	belongsTo	Engineering
EMP-00054	hasEmploymentType	full_time
EMP-00055	hasRole	Finance_Analyst
EMP-00055	worksIn	WA
EMP-00055	belongsTo	HR
EMP-00055	hasEmploymentType	part_time
EMP-00056	hasRole	HR_Manager
EMP-00056	worksIn	DE_national
EMP-00056	belongsTo	Engineering
EMP-00056	hasEmploymentType	part_time
EMP-00057	hasRole	Software_Engineer
EMP-00057	worksIn	CA
EMP-00057	belongsTo	Finance
EMP-00057	hasEmploymentType	expatriate
EMP-00058	hasRole	Data_Analyst
EMP-00058	worksIn	DE_national
EMP-00058	belongsTo	Operations
EMP-00058	hasEmploymentType	contractor
EMP-00059	hasRole	Finance_Analyst
EMP-00059	worksIn	NY
EMP-00059	belongsTo	HR
EMP-00059	hasEmploymentType	full_time
EMP-00060	hasRole	Finance_Analyst
EMP-00060	worksIn	TX
EMP-00060	belongsTo	HR
EMP-00060	hasEmploymentType	full_time
EMP-00061	hasRole	Software_Engineer
EMP-00061	worksIn	CA
EMP-00061	belongsTo	Finance
EMP-00061	hasEmploymentType	contractor
EMP-00062	hasRole	Data_Analyst
EMP-00062	worksIn	federal
EMP-00062	belongsTo	Legal
EMP-00062	hasEmploymentType	part_time
EMP-00063	hasRole	Operations_Staff
EMP-00063	worksIn	TX
EMP-00063	belongsTo	HR
EMP-00063	hasEmploymentType	part_time
EMP-00064	hasRole	Operations_Staff
EMP-00064	worksIn	federal
EMP-00064	belongsTo	Operations
EMP-00064	hasEmploymentType	full_time
EMP-00065	hasRole	Data_Analyst
EMP-00065	worksIn	NY
EMP-00065	belongsTo	Engineering
EMP-00065	hasEmploymentType	contractor
EMP-00066	hasRole	Operations_Staff
EMP-00066	worksIn	DE_national
EMP-00066	belongsTo	Finance
EMP-00066	hasEmploymentType	part_time
EMP-00067	hasRole	Data_Analyst
EMP-00067	worksIn	FL
EMP-00067	belongsTo	Finance
EMP-00067	hasEmploymentType	part_time
EMP-00068	hasRole	HR_Manager
EMP-00068	worksIn	federal
EMP-00068	belongsTo	Legal
EMP-00068	hasEmploymentType	full_time
EMP-00069	hasRole	Operations_Staff
EMP-00069	worksIn	NY
EMP-00069	belongsTo	Finance
EMP-00069	hasEmploymentType	contractor
EMP-00070	hasRole	Data_Analyst
EMP-00070	worksIn	NY
EMP-00070	belongsTo	Operations
EMP-00070	hasEmploymentType	contractor
EMP-00071	hasRole	HR_Manager
EMP-00071	worksIn	NY
EMP-00071	belongsTo	Legal
EMP-00071	hasEmploymentType	contractor
EMP-00072	hasRole	Data_Analyst
EMP-00072	worksIn	UK_national
EMP-00072	belongsTo	Legal
EMP-00072	hasEmploymentType	contractor
EMP-00073	hasRole	Finance_Analyst
EMP-00073	worksIn	UK_national
EMP-00073	belongsTo	Finance
EMP-00073	hasEmploymentType	part_time
EMP-00074	hasRole	Finance_Analyst
EMP-00074	worksIn	WA
EMP-00074	belongsTo	Finance
EMP-00074	hasEmploymentType	contractor
EMP-00075	hasRole	Operations_Staff
EMP-00075	worksIn	WA
EMP-00075	belongsTo	HR
EMP-00075	hasEmploymentType	contractor
EMP-00076	hasRole	Data_Analyst
EMP-00076	worksIn	TX
EMP-00076	belongsTo	Legal
EMP-00076	hasEmploymentType	expatriate
EMP-00077	hasRole	HR_Manager
EMP-00077	worksIn	WA
EMP-00077	belongsTo	HR
EMP-00077	hasEmploymentType	expatriate
EMP-00078	hasRole	Operations_Staff
EMP-00078	worksIn	DE_national
EMP-00078	belongsTo	HR
EMP-00078	hasEmploymentType	contractor
EMP-00079	hasRole	Finance_Analyst
EMP-00079	worksIn	NY
EMP-00079	belongsTo	Legal
EMP-00079	hasEmploymentType	expatriate
EMP-00080	hasRole	Finance_Analyst
EMP-00080	worksIn	FL
EMP-00080	belongsTo	Finance
EMP-00080	hasEmploymentType	contractor
EMP-00081	hasRole	Data_Analyst
EMP-00081	worksIn	CA
EMP-00081	belongsTo	HR
EMP-00081	hasEmploymentType	part_time
EMP-00082	hasRole	Operations_Staff
EMP-00082	worksIn	UK_national
EMP-00082	belongsTo	Legal
EMP-00082	hasEmploymentType	full_time
EMP-00083	hasRole	Data_Analyst
EMP-00083	worksIn	UK_national
EMP-00083	belongsTo	HR
EMP-00083	hasEmploymentType	expatriate
EMP-00084	hasRole	Software_Engineer
EMP-00084	worksIn	FL
EMP-00084	belongsTo	Legal
EMP-00084	hasEmploymentType	full_time
EMP-00085	hasRole	Operations_Staff
EMP-00085	worksIn	NY
EMP-00085	belongsTo	HR
EMP-00085	hasEmploymentType	full_time
EMP-00086	hasRole	Operations_Staff
EMP-00086	worksIn	UK_national
EMP-00086	belongsTo	Legal
EMP-00086	hasEmploymentType	contractor
EMP-00087	hasRole	Operations_Staff
EMP-00087	worksIn	DE_national
EMP-00087	belongsTo	HR
EMP-00087	hasEmploymentType	part_time
EMP-00088	hasRole	HR_Manager
EMP-00088	worksIn	WA
EMP-00088	belongsTo	Engineering
EMP-00088	hasEmploymentType	expatriate
EMP-00089	hasRole	HR_Manager
EMP-00089	worksIn	federal
EMP-00089	belongsTo	Legal
EMP-00089	hasEmploymentType	part_time
EMP-00089	isGhost	TRUE
EMP-00090	hasRole	Software_Engineer
EMP-00090	worksIn	FL
EMP-00090	belongsTo	HR
EMP-00090	hasEmploymentType	part_time
EMP-00091	hasRole	Data_Analyst
EMP-00091	worksIn	UK_national
EMP-00091	belongsTo	Legal
EMP-00091	hasEmploymentType	full_time
EMP-00092	hasRole	Operations_Staff
EMP-00092	worksIn	FL
EMP-00092	belongsTo	Operations
EMP-00092	hasEmploymentType	expatriate
EMP-00093	hasRole	Operations_Staff
EMP-00093	worksIn	DE_national
EMP-00093	belongsTo	Finance
EMP-00093	hasEmploymentType	full_time
EMP-00094	hasRole	HR_Manager
EMP-00094	worksIn	FL
EMP-00094	belongsTo	HR
EMP-00094	hasEmploymentType	expatriate
EMP-00095	hasRole	HR_Manager
EMP-00095	worksIn	CA
EMP-00095	belongsTo	Finance
EMP-00095	hasEmploymentType	expatriate
EMP-00096	hasRole	Operations_Staff
EMP-00096	worksIn	TX
EMP-00096	belongsTo	Legal
EMP-00096	hasEmploymentType	part_time
EMP-00097	hasRole	Software_Engineer
EMP-00097	worksIn	NY
EMP-00097	belongsTo	Operations
EMP-00097	hasEmploymentType	expatriate
EMP-00098	hasRole	Data_Analyst
EMP-00098	worksIn	CA
EMP-00098	belongsTo	Operations
EMP-00098	hasEmploymentType	expatriate
EMP-00099	hasRole	HR_Manager
EMP-00099	worksIn	federal
EMP-00099	belongsTo	Operations
EMP-00099	hasEmploymentType	part_time
EMP-00100	hasRole	HR_Manager
EMP-00100	worksIn	NY
EMP-00100	belongsTo	Engineering
EMP-00100	hasEmploymentType	expatriate
EMP-00101	hasRole	Finance_Analyst
EMP-00101	worksIn	FL
EMP-00101	belongsTo	Engineering
EMP-00101	hasEmploymentType	full_time
EMP-00102	hasRole	Software_Engineer
EMP-00102	worksIn	FL
EMP-00102	belongsTo	Engineering
EMP-00102	hasEmploymentType	full_time
EMP-00103	hasRole	Finance_Analyst
EMP-00103	worksIn	TX
EMP-00103	belongsTo	Engineering
EMP-00103	hasEmploymentType	part_time
EMP-00104	hasRole	Finance_Analyst
EMP-00104	worksIn	WA
EMP-00104	belongsTo	Finance
EMP-00104	hasEmploymentType	part_time
EMP-00105	hasRole	Data_Analyst
EMP-00105	worksIn	WA
EMP-00105	belongsTo	Legal
EMP-00105	hasEmploymentType	full_time
EMP-00106	hasRole	Software_Engineer
EMP-00106	worksIn	UK_national
EMP-00106	belongsTo	HR
EMP-00106	hasEmploymentType	contractor
EMP-00107	hasRole	Software_Engineer
EMP-00107	worksIn	WA
EMP-00107	belongsTo	Legal
EMP-00107	hasEmploymentType	part_time
EMP-00108	hasRole	Software_Engineer
EMP-00108	worksIn	UK_national
EMP-00108	belongsTo	Finance
EMP-00108	hasEmploymentType	full_time
EMP-00109	hasRole	Software_Engineer
EMP-00109	worksIn	UK_national
EMP-00109	belongsTo	Operations
EMP-00109	hasEmploymentType	contractor
EMP-00110	hasRole	Software_Engineer
EMP-00110	worksIn	DE_national
EMP-00110	belongsTo	HR
EMP-00110	hasEmploymentType	expatriate
EMP-00111	hasRole	Operations_Staff
EMP-00111	worksIn	DE_national
EMP-00111	belongsTo	Operations
EMP-00111	hasEmploymentType	part_time
EMP-00112	hasRole	Finance_Analyst
EMP-00112	worksIn	FL
EMP-00112	belongsTo	Engineering
EMP-00112	hasEmploymentType	contractor
EMP-00113	hasRole	HR_Manager
EMP-00113	worksIn	DE_national
EMP-00113	belongsTo	Legal
EMP-00113	hasEmploymentType	expatriate
EMP-00114	hasRole	Operations_Staff
EMP-00114	worksIn	DE_national
EMP-00114	belongsTo	Finance
EMP-00114	hasEmploymentType	contractor
EMP-00114	isGhost	TRUE
EMP-00115	hasRole	Data_Analyst
EMP-00115	worksIn	federal
EMP-00115	belongsTo	Finance
EMP-00115	hasEmploymentType	expatriate
EMP-00116	hasRole	HR_Manager
EMP-00116	worksIn	CA
EMP-00116	belongsTo	HR
EMP-00116	hasEmploymentType	contractor
EMP-00117	hasRole	Software_Engineer
EMP-00117	worksIn	DE_national
EMP-00117	belongsTo	HR
EMP-00117	hasEmploymentType	part_time
EMP-00118	hasRole	Operations_Staff
EMP-00118	worksIn	CA
EMP-00118	belongsTo	Finance
EMP-00118	hasEmploymentType	expatriate
EMP-00119	hasRole	Data_Analyst
EMP-00119	worksIn	WA
EMP-00119	belongsTo	Legal
EMP-00119	hasEmploymentType	expatriate
EMP-00120	hasRole	HR_Manager
EMP-00120	worksIn	UK_national
EMP-00120	belongsTo	Legal
EMP-00120	hasEmploymentType	expatriate
EMP-00121	hasRole	HR_Manager
EMP-00121	worksIn	WA
EMP-00121	belongsTo	Finance
EMP-00121	hasEmploymentType	contractor
EMP-00122	hasRole	Data_Analyst
EMP-00122	worksIn	federal
EMP-00122	belongsTo	Legal
EMP-00122	hasEmploymentType	full_time
EMP-00123	hasRole	Data_Analyst
EMP-00123	worksIn	DE_national
EMP-00123	belongsTo	Legal
EMP-00123	hasEmploymentType	part_time
EMP-00124	hasRole	Finance_Analyst
EMP-00124	worksIn	FL
EMP-00124	belongsTo	HR
EMP-00124	hasEmploymentType	contractor
EMP-00125	hasRole	HR_Manager
EMP-00125	worksIn	CA
EMP-00125	belongsTo	Legal
EMP-00125	hasEmploymentType	part_time
EMP-00126	hasRole	Data_Analyst
EMP-00126	worksIn	CA
EMP-00126	belongsTo	Finance
EMP-00126	hasEmploymentType	contractor
EMP-00127	hasRole	Data_Analyst
EMP-00127	worksIn	CA
EMP-00127	belongsTo	Finance
EMP-00127	hasEmploymentType	expatriate
EMP-00128	hasRole	Operations_Staff
EMP-00128	worksIn	federal
EMP-00128	belongsTo	Engineering
EMP-00128	hasEmploymentType	expatriate
EMP-00129	hasRole	HR_Manager
EMP-00129	worksIn	NY
EMP-00129	belongsTo	Operations
EMP-00129	hasEmploymentType	expatriate
EMP-00130	hasRole	Software_Engineer
EMP-00130	worksIn	TX
EMP-00130	belongsTo	Legal
EMP-00130	hasEmploymentType	full_time
EMP-00131	hasRole	HR_Manager
EMP-00131	worksIn	NY
EMP-00131	belongsTo	Operations
EMP-00131	hasEmploymentType	full_time
EMP-00132	hasRole	Finance_Analyst
EMP-00132	worksIn	DE_national
EMP-00132	belongsTo	Operations
EMP-00132	hasEmploymentType	part_time
EMP-00133	hasRole	HR_Manager
EMP-00133	worksIn	CA
EMP-00133	belongsTo	Engineering
EMP-00133	hasEmploymentType	expatriate
EMP-00134	hasRole	Data_Analyst
EMP-00134	worksIn	NY
EMP-00134	belongsTo	HR
EMP-00134	hasEmploymentType	part_time
EMP-00135	hasRole	Data_Analyst
EMP-00135	worksIn	CA
EMP-00135	belongsTo	Operations
EMP-00135	hasEmploymentType	full_time
EMP-00136	hasRole	Finance_Analyst
EMP-00136	worksIn	CA
EMP-00136	belongsTo	Finance
EMP-00136	hasEmploymentType	expatriate
EMP-00137	hasRole	HR_Manager
EMP-00137	worksIn	FL
EMP-00137	belongsTo	Finance
EMP-00137	hasEmploymentType	expatriate
EMP-00138	hasRole	Finance_Analyst
EMP-00138	worksIn	NY
EMP-00138	belongsTo	HR
EMP-00138	hasEmploymentType	part_time
EMP-00139	hasRole	Data_Analyst
EMP-00139	worksIn	NY
EMP-00139	belongsTo	HR
EMP-00139	hasEmploymentType	contractor
EMP-00140	hasRole	HR_Manager
EMP-00140	worksIn	NY
EMP-00140	belongsTo	Finance
EMP-00140	hasEmploymentType	contractor
EMP-00141	hasRole	Operations_Staff
EMP-00141	worksIn	DE_national
EMP-00141	belongsTo	Legal
EMP-00141	hasEmploymentType	contractor
EMP-00142	hasRole	Software_Engineer
EMP-00142	worksIn	WA
EMP-00142	belongsTo	Engineering
EMP-00142	hasEmploymentType	expatriate
EMP-00143	hasRole	Data_Analyst
EMP-00143	worksIn	CA
EMP-00143	belongsTo	HR
EMP-00143	hasEmploymentType	full_time
EMP-00144	hasRole	Operations_Staff
EMP-00144	worksIn	TX
EMP-00144	belongsTo	Operations
EMP-00144	hasEmploymentType	expatriate
EMP-00145	hasRole	Operations_Staff
EMP-00145	worksIn	federal
EMP-00145	belongsTo	Finance
EMP-00145	hasEmploymentType	full_time
EMP-00146	hasRole	HR_Manager
EMP-00146	worksIn	federal
EMP-00146	belongsTo	Operations
EMP-00146	hasEmploymentType	full_time
EMP-00147	hasRole	HR_Manager
EMP-00147	worksIn	DE_national
EMP-00147	belongsTo	Finance
EMP-00147	hasEmploymentType	expatriate
EMP-00148	hasRole	HR_Manager
EMP-00148	worksIn	UK_national
EMP-00148	belongsTo	Legal
EMP-00148	hasEmploymentType	contractor
EMP-00149	hasRole	Software_Engineer
EMP-00149	worksIn	CA
EMP-00149	belongsTo	Legal
EMP-00149	hasEmploymentType	expatriate
EMP-00150	hasRole	HR_Manager
EMP-00150	worksIn	CA
EMP-00150	belongsTo	Finance
EMP-00150	hasEmploymentType	expatriate
EMP-00151	hasRole	Finance_Analyst
EMP-00151	worksIn	DE_national
EMP-00151	belongsTo	Operations
EMP-00151	hasEmploymentType	part_time
EMP-00152	hasRole	Software_Engineer
EMP-00152	worksIn	TX
EMP-00152	belongsTo	Legal
EMP-00152	hasEmploymentType	full_time
EMP-00153	hasRole	Software_Engineer
EMP-00153	worksIn	FL
EMP-00153	belongsTo	Engineering
EMP-00153	hasEmploymentType	expatriate
EMP-00154	hasRole	Operations_Staff
EMP-00154	worksIn	DE_national
EMP-00154	belongsTo	Finance
EMP-00154	hasEmploymentType	full_time
EMP-00155	hasRole	Finance_Analyst
EMP-00155	worksIn	DE_national
EMP-00155	belongsTo	HR
EMP-00155	hasEmploymentType	contractor
EMP-00155	isGhost	TRUE
EMP-00156	hasRole	Operations_Staff
EMP-00156	worksIn	FL
EMP-00156	belongsTo	Legal
EMP-00156	hasEmploymentType	part_time
EMP-00157	hasRole	Finance_Analyst
EMP-00157	worksIn	WA
EMP-00157	belongsTo	Operations
EMP-00157	hasEmploymentType	part_time
EMP-00157	isGhost	TRUE
EMP-00158	hasRole	HR_Manager
EMP-00158	worksIn	WA
EMP-00158	belongsTo	Finance
EMP-00158	hasEmploymentType	contractor
EMP-00159	hasRole	Finance_Analyst
EMP-00159	worksIn	DE_national
EMP-00159	belongsTo	Operations
EMP-00159	hasEmploymentType	expatriate
EMP-00160	hasRole	HR_Manager
EMP-00160	worksIn	DE_national
EMP-00160	belongsTo	Finance
EMP-00160	hasEmploymentType	contractor
EMP-00161	hasRole	Data_Analyst
EMP-00161	worksIn	FL
EMP-00161	belongsTo	Operations
EMP-00161	hasEmploymentType	part_time
EMP-00162	hasRole	Software_Engineer
EMP-00162	worksIn	UK_national
EMP-00162	belongsTo	HR
EMP-00162	hasEmploymentType	contractor
EMP-00163	hasRole	Operations_Staff
EMP-00163	worksIn	federal
EMP-00163	belongsTo	Engineering
EMP-00163	hasEmploymentType	full_time
EMP-00164	hasRole	Operations_Staff
EMP-00164	worksIn	CA
EMP-00164	belongsTo	HR
EMP-00164	hasEmploymentType	full_time
EMP-00165	hasRole	Operations_Staff
EMP-00165	worksIn	DE_national
EMP-00165	belongsTo	Finance
EMP-00165	hasEmploymentType	part_time
EMP-00166	hasRole	HR_Manager
EMP-00166	worksIn	federal
EMP-00166	belongsTo	Legal
EMP-00166	hasEmploymentType	expatriate
EMP-00167	hasRole	Operations_Staff
EMP-00167	worksIn	CA
EMP-00167	belongsTo	Engineering
EMP-00167	hasEmploymentType	contractor
EMP-00168	hasRole	Data_Analyst
EMP-00168	worksIn	NY
EMP-00168	belongsTo	Engineering
EMP-00168	hasEmploymentType	contractor
EMP-00169	hasRole	Software_Engineer
EMP-00169	worksIn	WA
EMP-00169	belongsTo	Engineering
EMP-00169	hasEmploymentType	expatriate
EMP-00170	hasRole	Software_Engineer
EMP-00170	worksIn	WA
EMP-00170	belongsTo	Finance
EMP-00170	hasEmploymentType	contractor
EMP-00171	hasRole	Operations_Staff
EMP-00171	worksIn	UK_national
EMP-00171	belongsTo	HR
EMP-00171	hasEmploymentType	part_time
EMP-00172	hasRole	Data_Analyst
EMP-00172	worksIn	UK_national
EMP-00172	belongsTo	HR
EMP-00172	hasEmploymentType	part_time
EMP-00173	hasRole	Operations_Staff
EMP-00173	worksIn	DE_national
EMP-00173	belongsTo	Finance
EMP-00173	hasEmploymentType	part_time
EMP-00174	hasRole	Operations_Staff
EMP-00174	worksIn	DE_national
EMP-00174	belongsTo	Finance
EMP-00174	hasEmploymentType	contractor
EMP-00175	hasRole	Finance_Analyst
EMP-00175	worksIn	DE_national
EMP-00175	belongsTo	Finance
EMP-00175	hasEmploymentType	part_time
EMP-00176	hasRole	Finance_Analyst
EMP-00176	worksIn	WA
EMP-00176	belongsTo	Finance
EMP-00176	hasEmploymentType	contractor
EMP-00177	hasRole	Data_Analyst
EMP-00177	worksIn	NY
EMP-00177	belongsTo	Operations
EMP-00177	hasEmploymentType	expatriate
EMP-00178	hasRole	Finance_Analyst
EMP-00178	worksIn	WA
EMP-00178	belongsTo	Operations
EMP-00178	hasEmploymentType	contractor
EMP-00179	hasRole	HR_Manager
EMP-00179	worksIn	DE_national
EMP-00179	belongsTo	Finance
EMP-00179	hasEmploymentType	full_time
EMP-00180	hasRole	Data_Analyst
EMP-00180	worksIn	FL
EMP-00180	belongsTo	Finance
EMP-00180	hasEmploymentType	contractor
EMP-00181	hasRole	Data_Analyst
EMP-00181	worksIn	WA
EMP-00181	belongsTo	Operations
EMP-00181	hasEmploymentType	full_time
EMP-00182	hasRole	Software_Engineer
EMP-00182	worksIn	NY
EMP-00182	belongsTo	Finance
EMP-00182	hasEmploymentType	contractor
EMP-00183	hasRole	HR_Manager
EMP-00183	worksIn	FL
EMP-00183	belongsTo	Legal
EMP-00183	hasEmploymentType	expatriate
EMP-00184	hasRole	HR_Manager
EMP-00184	worksIn	WA
EMP-00184	belongsTo	Operations
EMP-00184	hasEmploymentType	contractor
EMP-00185	hasRole	HR_Manager
EMP-00185	worksIn	DE_national
EMP-00185	belongsTo	Engineering
EMP-00185	hasEmploymentType	contractor
EMP-00186	hasRole	Data_Analyst
EMP-00186	worksIn	federal
EMP-00186	belongsTo	Operations
EMP-00186	hasEmploymentType	part_time
EMP-00187	hasRole	Software_Engineer
EMP-00187	worksIn	DE_national
EMP-00187	belongsTo	Finance
EMP-00187	hasEmploymentType	contractor
EMP-00188	hasRole	Finance_Analyst
EMP-00188	worksIn	NY
EMP-00188	belongsTo	HR
EMP-00188	hasEmploymentType	expatriate
EMP-00189	hasRole	Operations_Staff
EMP-00189	worksIn	FL
EMP-00189	belongsTo	Engineering
EMP-00189	hasEmploymentType	full_time
EMP-00190	hasRole	Operations_Staff
EMP-00190	worksIn	NY
EMP-00190	belongsTo	Engineering
EMP-00190	hasEmploymentType	contractor
EMP-00191	hasRole	Software_Engineer
EMP-00191	worksIn	NY
EMP-00191	belongsTo	HR
EMP-00191	hasEmploymentType	contractor
EMP-00192	hasRole	Finance_Analyst
EMP-00192	worksIn	DE_national
