event_id,emp_id,has_violation,violations,is_anomaly,anomaly_type
PE-EMP-00005-01,EMP-00005,False,[],False,none
PE-EMP-00005-02,EMP-00005,False,[],False,none
PE-EMP-00005-03,EMP-00005,False,[],False,none
PE-EMP-00005-04,EMP-00005,False,[],False,none
PE-EMP-00005-05,EMP-00005,False,[],False,none
PE-EMP-00005-06,EMP-00005,False,[],False,none
PE-EMP-00005-07,EMP-00005,False,[],False,none
PE-EMP-00005-08,EMP-00005,False,[],False,none
PE-EMP-00005-09,EMP-00005,False,[],False,none
PE-EMP-00005-10,EMP-00005,False,[],False,none
PE-EMP-00005-11,EMP-00005,False,[],False,none
PE-EMP-00005-12,EMP-00005,False,[],False,none
PE-EMP-00006-01,EMP-00006,False,[],False,none
PE-EMP-00006-02,EMP-00006,False,[],False,none
PE-EMP-00006-03,EMP-00006,False,[],False,none
PE-EMP-00006-04,EMP-00006,False,[],False,none
PE-EMP-00006-05,EMP-00006,False,[],False,none
PE-EMP-00006-06,EMP-00006,False,[],False,none
PE-EMP-00006-07,EMP-00006,False,[],False,none
PE-EMP-00006-08,EMP-00006,False,[],False,none
PE-EMP-00006-09,EMP-00006,False,[],False,none
PE-EMP-00006-10,EMP-00006,False,[],False,none
PE-EMP-00006-11,EMP-00006,False,[],False,none
PE-EMP-00006-12,EMP-00006,False,[],False,none
PE-EMP-00007-01,EMP-00007,False,[],False,none
PE-EMP-00007-02,EMP-00007,False,[],False,none
PE-EMP-00007-03,EMP-00007,False,[],False,none
PE-EMP-00007-04,EMP-00007,False,[],False,none
PE-EMP-00007-05,EMP-00007,False,[],False,none
PE-EMP-00007-06,EMP-00007,False,[],False,none
PE-EMP-00007-07,EMP-00007,False,[],False,none
PE-EMP-00007-08,EMP-00007,False,[],False,none
PE-EMP-00007-09,EMP-00007,False,[],False,none
PE-EMP-00007-10,EMP-00007,False,[],False,none
PE-EMP-00007-11,EMP-00007,False,[],False,none
PE-EMP-00007-12,EMP-00007,False,[],False,none
PE-EMP-00008-01,EMP-00008,False,[],False,none
PE-EMP-00008-02,EMP-00008,False,[],False,none
PE-EMP-00008-03,EMP-00008,False,[],False,none
PE-EMP-00008-04,EMP-00008,False,[],False,none
PE-EMP-00008-05,EMP-00008,False,[],False,none
PE-EMP-00008-06,EMP-00008,False,[],False,none
PE-EMP-00008-07,EMP-00008,False,[],False,none
PE-EMP-00008-08,EMP-00008,False,[],False,none
PE-EMP-00008-09,EMP-00008,False,[],False,none
PE-EMP-00008-10,EMP-00008,False,[],False,none
PE-EMP-00008-11,EMP-00008,False,[],False,none
PE-EMP-00008-12,EMP-00008,False,[],False,none
PE-EMP-00009-01,EMP-00009,False,[],False,none
PE-EMP-00009-02,EMP-00009,False,[],False,none
PE-EMP-00009-03,EMP-00009,False,[],False,none
PE-EMP-00009-04,EMP-00009,False,[],False,none
PE-EMP-00009-05,EMP-00009,False,[],False,none
PE-EMP-00009-06,EMP-00009,False,[],False,none
PE-EMP-00009-07,EMP-00009,False,[],False,none
PE-EMP-00009-08,EMP-00009,False,[],False,none
PE-EMP-00009-09,EMP-00009,False,[],False,none
PE-EMP-00009-10,EMP-00009,False,[],False,none
PE-EMP-00009-11,EMP-00009,False,[],False,none
PE-EMP-00009-12,EMP-00009,False,[],False,none
PE-EMP-00010-01,EMP-00010,False,[],False,none
PE-EMP-00010-02,EMP-00010,False,[],False,none
PE-EMP-00010-03,EMP-00010,False,[],False,none
PE-EMP-00010-04,EMP-00010,False,[],False,none
PE-EMP-00010-05,EMP-00010,False,[],False,none
PE-EMP-00010-06,EMP-00010,False,[],False,none
PE-EMP-00010-07,EMP-00010,False,[],False,none
PE-EMP-00010-08,EMP-00010,False,[],False,none
PE-EMP-00010-09,EMP-00010,False,[],False,none
PE-EMP-00010-10,EMP-00010,False,[],False,none
PE-EMP-00010-11,EMP-00010,False,[],False,none
PE-EMP-00010-12,EMP-00010,False,[],False,none
PE-EMP-00011-01,EMP-00011,False,[],False,none
PE-EMP-00011-02,EMP-00011,False,[],False,none
PE-EMP-00011-03,EMP-00011,False,[],False,none
PE-EMP-00011-04,EMP-00011,False,[],False,none
PE-EMP-00011-05,EMP-00011,False,[],False,none
PE-EMP-00011-06,EMP-00011,False,[],False,none
PE-EMP-00011-07,EMP-00011,False,[],False,none
PE-EMP-00011-08,EMP-00011,False,[],False,none
PE-EMP-00011-09,EMP-00011,False,[],False,none
PE-EMP-00011-10,EMP-00011,False,[],False,none
PE-EMP-00011-11,EMP-00011,False,[],False,none
PE-EMP-00011-12,EMP-00011,False,[],False,none
PE-EMP-00012-01,EMP-00012,False,[],False,none
PE-EMP-00012-02,EMP-00012,False,[],False,none
PE-EMP-00012-03,EMP-00012,False,[],False,none
PE-EMP-00012-04,EMP-00012,False,[],False,none
PE-EMP-00012-05,EMP-00012,False,[],False,none
PE-EMP-00012-06,EMP-00012,False,[],False,none
PE-EMP-00012-07,EMP-00012,False,[],False,none
PE-EMP-00012-08,EMP-00012,False,[],False,none
PE-EMP-00012-09,EMP-00012,False,[],False,none
PE-EMP-00012-10,EMP-00012,False,[],False,none
PE-EMP-00012-11,EMP-00012,False,[],False,none
PE-EMP-00012-12,EMP-00012,False,[],False,none
PE-EMP-00013-01,EMP-00013,False,[],False,none
PE-EMP-00013-02,EMP-00013,False,[],False,none
PE-EMP-00013-03,EMP-00013,False,[],False,none
PE-EMP-00013-04,EMP-00013,False,[],False,none
PE-EMP-00013-05,EMP-00013,False,[],False,none
PE-EMP-00013-06,EMP-00013,False,[],False,none
PE-EMP-00013-07,EMP-00013,False,[],False,none
PE-EMP-00013-08,EMP-00013,False,[],False,none
PE-EMP-00013-09,EMP-00013,False,[],False,none
PE-EMP-00013-10,EMP-00013,False,[],False,none
PE-EMP-00013-11,EMP-00013,False,[],False,none
PE-EMP-00013-12,EMP-00013,False,[],False,none
PE-EMP-00014-01,EMP-00014,False,[],False,none
PE-EMP-00014-02,EMP-00014,False,[],False,none
PE-EMP-00014-03,EMP-00014,False,[],False,none
PE-EMP-00014-04,EMP-00014,False,[],False,none
PE-EMP-00014-05,EMP-00014,False,[],False,none
PE-EMP-00014-06,EMP-00014,False,[],True,rate_violation
PE-EMP-00014-07,EMP-00014,False,[],False,none
PE-EMP-00014-08,EMP-00014,False,[],False,none
PE-EMP-00014-09,EMP-00014,False,[],False,none
PE-EMP-00014-10,EMP-00014,False,[],False,none
PE-EMP-00014-11,EMP-00014,False,[],False,none
PE-EMP-00014-12,EMP-00014,False,[],False,none
PE-EMP-00015-01,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00015-02,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00015-03,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00015-04,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00015-05,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00015-06,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00015-07,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00015-08,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00015-09,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00015-10,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00015-11,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00015-12,EMP-00015,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00016-01,EMP-00016,False,[],False,none
PE-EMP-00016-02,EMP-00016,False,[],False,none
PE-EMP-00016-03,EMP-00016,False,[],False,none
PE-EMP-00016-04,EMP-00016,False,[],False,none
PE-EMP-00016-05,EMP-00016,False,[],False,none
PE-EMP-00016-06,EMP-00016,False,[],False,none
PE-EMP-00016-07,EMP-00016,False,[],False,none
PE-EMP-00016-08,EMP-00016,False,[],False,none
PE-EMP-00016-09,EMP-00016,False,[],False,none
PE-EMP-00016-10,EMP-00016,False,[],False,none
PE-EMP-00016-11,EMP-00016,False,[],False,none
PE-EMP-00016-12,EMP-00016,False,[],False,none
PE-EMP-00017-01,EMP-00017,False,[],False,none
PE-EMP-00017-02,EMP-00017,False,[],False,none
PE-EMP-00017-03,EMP-00017,False,[],False,none
PE-EMP-00017-04,EMP-00017,False,[],False,none
PE-EMP-00017-05,EMP-00017,False,[],False,none
PE-EMP-00017-06-DUP,EMP-00017,False,[],True,duplicate_payment
PE-EMP-00017-07,EMP-00017,False,[],False,none
PE-EMP-00017-08,EMP-00017,False,[],False,none
PE-EMP-00017-09,EMP-00017,False,[],False,none
PE-EMP-00017-10,EMP-00017,False,[],False,none
PE-EMP-00017-11,EMP-00017,False,[],False,none
PE-EMP-00017-12,EMP-00017,False,[],False,none
PE-EMP-00018-01,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00018-02,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00018-03,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00018-04,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00018-05,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00018-06,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00018-07,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00018-08,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00018-09,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00018-10,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00018-11,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00018-12,EMP-00018,True,['underpaid_overtime'],True,ghost_employee
PE-EMP-00019-01,EMP-00019,False,[],False,none
PE-EMP-00019-02,EMP-00019,False,[],False,none
PE-EMP-00019-03,EMP-00019,False,[],False,none
PE-EMP-00019-04,EMP-00019,False,[],False,none
PE-EMP-00019-05,EMP-00019,False,[],False,none
PE-EMP-00019-06,EMP-00019,False,[],False,none
PE-EMP-00019-07,EMP-00019,False,[],False,none
PE-EMP-00019-08,EMP-00019,False,[],False,none
PE-EMP-00019-09,EMP-00019,False,[],False,none
PE-EMP-00019-10,EMP-00019,True,['underpaid_overtime'],False,none
PE-EMP-00019-11,EMP-00019,False,[],False,none
PE-EMP-00019-12,EMP-00019,False,[],False,none
PE-EMP-00020-01,EMP-00020,False,[],False,none
PE-EMP-00020-02,EMP-00020,False,[],False,none
PE-EMP-00020-03,EMP-00020,True,['exempt_ot_violation'],True,rule_override
PE-EMP-00020-04,EMP-00020,False,[],False,none
PE-EMP-00020-05,EMP-00020,False,[],False,none
PE-EMP-00020-06,EMP-00020,False,[],False,none
PE-EMP-00020-07,EMP-00020,False,[],False,none
PE-EMP-00020-08,EMP-00020,False,[],False,none
PE-EMP-00020-09,EMP-00020,False,[],False,none
PE-EMP-00020-10,EMP-00020,False,[],False,none
PE-EMP-00020-11,EMP-00020,False,[],False,none
PE-EMP-00020-12,EMP-00020,False,[],False,none
PE-EMP-00021-01,EMP-00021,False,[],False,none
PE-EMP-00021-02,EMP-00021,False,[],False,none
PE-EMP-00021-03,EMP-00021,False,[],False,none
PE-EMP-00021-04,EMP-00021,False,[],False,none
PE-EMP-00021-05,EMP-00021,False,[],False,none
PE-EMP-00021-06,EMP-00021,False,[],False,none
PE-EMP-00021-07,EMP-00021,False,[],False,none
PE-EMP-00021-08,EMP-00021,False,[],False,none
PE-EMP-00021-09,EMP-00021,False,[],False,none
PE-EMP-00021-10,EMP-00021,False,[],False,none
PE-EMP-00021-11,EMP-00021,False,[],False,none
PE-EMP-00021-12,EMP-00021,False,[],False,none
PE-EMP-00022-01,EMP-00022,False,[],False,none
PE-EMP-00022-02,EMP-00022,False,[],False,none
PE-EMP-00022-03,EMP-00022,False,[],False,none
PE-EMP-00022-04,EMP-00022,False,[],False,none
PE-EMP-00022-05,EMP-00022,False,[],False,none
PE-EMP-00022-06,EMP-00022,False,[],False,none
PE-EMP-00022-07,EMP-00022,False,[],False,none
PE-EMP-00022-08,EMP-00022,False,[],False,none
PE-EMP-00022-09,EMP-00022,False,[],False,none
PE-EMP-00022-10,EMP-00022,False,[],False,none
PE-EMP-00022-11,EMP-00022,False,[],False,none
PE-EMP-00022-12,EMP-00022,False,[],False,none
PE-EMP-00023-01,EMP-00023,False,[],False,none
PE-EMP-00023-02,EMP-00023,True,['underpaid_overtime'],False,none
PE-EMP-00023-03,EMP-00023,False,[],False,none
PE-EMP-00023-04,EMP-00023,False,[],False,none
PE-EMP-00023-05,EMP-00023,False,[],False,none
PE-EMP-00023-06,EMP-00023,False,[],False,none
PE-EMP-00023-07,EMP-00023,False,[],False,none
PE-EMP-00023-08,EMP-00023,False,[],False,none
PE-EMP-00023-09,EMP-00023,False,[],False,none
PE-EMP-00023-10,EMP-00023,False,[],False,none
PE-EMP-00023-11,EMP-00023,False,[],False,none
PE-EMP-00023-12,EMP-00023,False,[],False,none
PE-EMP-00024-01,EMP-00024,False,[],False,none
PE-EMP-00024-02,EMP-00024,False,[],False,none
PE-EMP-00024-03,EMP-00024,False,[],False,none
PE-EMP-00024-04,EMP-00024,False,[],False,none
PE-EMP-00024-05,EMP-00024,False,[],False,none
PE-EMP-00024-06,EMP-00024,False,[],False,none
PE-EMP-00024-07,EMP-00024,False,[],False,none
PE-EMP-00024-08,EMP-00024,False,[],False,none
PE-EMP-00024-09,EMP-00024,False,[],False,none
PE-EMP-00024-10,EMP-00024,False,[],False,none
PE-EMP-00024-11,EMP-00024,False,[],False,none
PE-EMP-00024-12,EMP-00024,False,[],False,none
PE-EMP-00025-01,EMP-00025,False,[],False,none
PE-EMP-00025-02,EMP-00025,False,[],False,none
PE-EMP-00025-03,EMP-00025,False,[],False,none
PE-EMP-00025-04,EMP-00025,False,[],False,none
PE-EMP-00025-05,EMP-00025,False,[],False,none
PE-EMP-00025-06,EMP-00025,False,[],False,none
PE-EMP-00025-07,EMP-00025,False,[],False,none
PE-EMP-00025-08,EMP-00025,False,[],False,none
PE-EMP-00025-09,EMP-00025,False,[],False,none
PE-EMP-00025-10,EMP-00025,False,[],False,none
PE-EMP-00025-11,EMP-00025,False,[],False,none
PE-EMP-00025-12,EMP-00025,False,[],False,none
PE-EMP-00026-01,EMP-00026,False,[],False,none
PE-EMP-00026-02,EMP-00026,False,[],False,none
PE-EMP-00026-03,EMP-00026,False,[],False,none
PE-EMP-00026-04,EMP-00026,False,[],False,none
PE-EMP-00026-05,EMP-00026,False,[],False,none
PE-EMP-00026-06,EMP-00026,False,[],False,none
PE-EMP-00026-07,EMP-00026,False,[],False,none
PE-EMP-00026-08,EMP-00026,False,[],False,none
PE-EMP-00026-09,EMP-00026,True,['underpaid_overtime'],False,none
PE-EMP-00026-10,EMP-00026,False,[],False,none
PE-EMP-00026-11,EMP-00026,False,[],False,none
PE-EMP-00026-12,EMP-00026,False,[],False,none
PE-EMP-00027-01,EMP-00027,False,[],False,none
PE-EMP-00027-02,EMP-00027,False,[],False,none
PE-EMP-00027-03,EMP-00027,False,[],False,none
PE-EMP-00027-04,EMP-00027,False,[],False,none
PE-EMP-00027-05,EMP-00027,False,[],False,none
PE-EMP-00027-06,EMP-00027,False,[],False,none
PE-EMP-00027-07,EMP-00027,False,[],False,none
PE-EMP-00027-08,EMP-00027,False,[],False,none
PE-EMP-00027-09,EMP-00027,False,[],False,none
PE-EMP-00027-10,EMP-00027,False,[],False,none
PE-EMP-00027-11,EMP-00027,False,[],False,none
PE-EMP-00027-12,EMP-00027,False,[],False,none
PE-EMP-00028-01,EMP-00028,False,[],False,none
PE-EMP-00028-02,EMP-00028,False,[],False,none
PE-EMP-00028-03,EMP-00028,False,[],False,none
PE-EMP-00028-04,EMP-00028,False,[],False,none
PE-EMP-00028-05,EMP-00028,False,[],True,duplicate_payment
PE-EMP-00028-06,EMP-00028,False,[],False,none
PE-EMP-00028-07,EMP-00028,False,[],False,none
PE-EMP-00028-08,EMP-00028,False,[],False,none
PE-EMP-00028-09,EMP-00028,False,[],False,none
PE-EMP-00028-10,EMP-00028,False,[],False,none
PE-EMP-00028-11,EMP-00028,True,['exempt_ot_violation'],True,rule_override
PE-EMP-00028-12,EMP-00028,False,[],False,none
PE-EMP-00029-01,EMP-00029,False,[],False,none
PE-EMP-00029-02,EMP-00029,False,[],False,none
PE-EMP-00029-03,EMP-00029,False,[],False,none
PE-EMP-00029-04,EMP-00029,False,[],False,none
PE-EMP-00029-05,EMP-00029,False,[],False,none
PE-EMP-00029-06,EMP-00029,False,[],False,none
PE-EMP-00029-07,EMP-00029,False,[],False,none
PE-EMP-00029-08,EMP-00029,False,[],False,none
PE-EMP-00029-09,EMP-00029,False,[],False,none
PE-EMP-00029-10,EMP-00029,False,[],False,none
PE-EMP-00029-11,EMP-00029,False,[],False,none
PE-EMP-00029-12,EMP-00029,False,[],False,none
PE-EMP-00030-01,EMP-00030,False,[],False,none
PE-EMP-00030-02,EMP-00030,False,[],False,none
PE-EMP-00030-03,EMP-00030,True,['underpaid_overtime'],False,none
PE-EMP-00030-04,EMP-00030,False,[],False,none
PE-EMP-00030-05,EMP-00030,False,[],False,none
PE-EMP-00030-06,EMP-00030,False,[],False,none
PE-EMP-00030-07,EMP-00030,True,['underpaid_overtime'],False,none
PE-EMP-00030-08,EMP-00030,False,[],False,none
PE-EMP-00030-09,EMP-00030,False,[],False,none
PE-EMP-00030-10,EMP-00030,False,[],False,none
PE-EMP-00030-11,EMP-00030,False,[],False,none
PE-EMP-00030-12,EMP-00030,False,[],False,none
PE-EMP-00031-01,EMP-00031,False,[],False,none
PE-EMP-00031-02,EMP-00031,False,[],False,none
PE-EMP-00031-03,EMP-00031,False,[],False,none
PE-EMP-00031-04,EMP-00031,False,[],False,none
PE-EMP-00031-05,EMP-00031,False,[],False,none
PE-EMP-00031-06,EMP-00031,False,[],False,none
PE-EMP-00031-07,EMP-00031,False,[],False,none
PE-EMP-00031-08,EMP-00031,False,[],False,none
PE-EMP-00031-09,EMP-00031,False,[],False,none
PE-EMP-00031-10,EMP-00031,False,[],False,none
PE-EMP-00031-11,EMP-00031,False,[],False,none
PE-EMP-00031-12,EMP-00031,False,[],False,none
PE-EMP-00032-01,EMP-00032,False,[],False,none
PE-EMP-00032-02,EMP-00032,False,[],False,none
PE-EMP-00032-03,EMP-00032,False,[],False,none
PE-EMP-00032-04,EMP-00032,False,[],False,none
PE-EMP-00032-05,EMP-00032,False,[],False,none
PE-EMP-00032-06,EMP-00032,False,[],False,none
PE-EMP-00032-07,EMP-00032,False,[],False,none
PE-EMP-00032-08,EMP-00032,False,[],False,none
PE-EMP-00032-09,EMP-00032,False,[],False,none
PE-EMP-00032-10,EMP-00032,False,[],False,none
PE-EMP-00032-11,EMP-00032,False,[],False,none
PE-EMP-00032-12,EMP-00032,False,[],False,none
PE-EMP-00033-01,EMP-00033,False,[],False,none
PE-EMP-00033-02,EMP-00033,False,[],False,none
PE-EMP-00033-03,EMP-00033,False,[],False,none
PE-EMP-00033-04,EMP-00033,False,[],False,none
PE-EMP-00033-05,EMP-00033,False,[],False,none
PE-EMP-00033-06,EMP-00033,False,[],False,none
PE-EMP-00033-07,EMP-00033,False,[],False,none
PE-EMP-00033-08,EMP-00033,False,[],False,none
PE-EMP-00033-09,EMP-00033,False,[],False,none
PE-EMP-00033-10,EMP-00033,False,[],False,none
PE-EMP-00033-11,EMP-00033,False,[],False,none
PE-EMP-00033-12,EMP-00033,False,[],False,none
PE-EMP-00034-01,EMP-00034,False,[],False,none
PE-EMP-00034-02,EMP-00034,False,[],False,none
PE-EMP-00034-03,EMP-00034,False,[],False,none
PE-EMP-00034-04,EMP-00034,False,[],False,none
PE-EMP-00034-05,EMP-00034,False,[],False,none
PE-EMP-00034-06,EMP-00034,True,['exempt_ot_violation'],True,rule_override
PE-EMP-00034-07,EMP-00034,False,[],False,none
PE-EMP-00034-08,EMP-00034,True,['exempt_ot_violation'],True,rule_override
PE-EMP-00034-09,EMP-00034,False,[],False,none
PE-EMP-00034-10,EMP-00034,False,[],False,none
PE-EMP-00034-11-DUP,EMP-00034,False,[],True,duplicate_payment
PE-EMP-00034-12,EMP-00034,False,[],False,none
PE-EMP-00035-01,EMP-00035,False,[],False,none
PE-EMP-00035-02,EMP-00035,False,[],False,none
PE-EMP-00035-03,EMP-00035,False,[],False,none
PE-EMP-00035-04,EMP-00035,False,[],False,none
PE-EMP-00035-05,EMP-00035,False,[],False,none
PE-EMP-00035-06,EMP-00035,False,[],False,none
PE-EMP-00035-07,EMP-00035,False,[],False,none
PE-EMP-00035-08,EMP-00035,False,[],False,none
PE-EMP-00035-09,EMP-00035,False,[],False,none
PE-EMP-00035-10,EMP-00035,False,[],False,none
PE-EMP-00035-11,EMP-00035,False,[],False,none
PE-EMP-00035-12,EMP-00035,False,[],False,none
PE-EMP-00036-01,EMP-00036,False,[],False,none
PE-EMP-00036-02,EMP-00036,False,[],False,none
PE-EMP-00036-03,EMP-00036,False,[],False,none
PE-EMP-00036-04,EMP-00036,False,[],False,none
PE-EMP-00036-05,EMP-00036,False,[],False,none
PE-EMP-00036-06,EMP-00036,False,[],False,none
PE-EMP-00036-07,EMP-00036,False,[],False,none
PE-EMP-00036-08,EMP-00036,True,['exempt_ot_violation'],True,rule_override
PE-EMP-00036-09,EMP-00036,False,[],False,none
PE-EMP-00036-10,EMP-00036,False,[],False,none
PE-EMP-00036-11,EMP-00036,False,[],False,none
PE-EMP-00036-12,EMP-00036,False,[],False,none
PE-EMP-00037-01,EMP-00037,False,[],False,none
PE-EMP-00037-02,EMP-00037,False,[],False,none
PE-EMP-00037-03,EMP-00037,False,[],False,none
PE-EMP-00037-04,EMP-00037,False,[],False,none
PE-EMP-00037-05,EMP-00037,False,[],False,none
PE-EMP-00037-06,EMP-00037,False,[],False,none
PE-EMP-00037-07,EMP-00037,False,[],False,none
PE-EMP-00037-08,EMP-00037,False,[],False,none
PE-EMP-00037-09,EMP-00037,False,[],False,none
PE-EMP-00037-10,EMP-00037,False,[],False,none
PE-EMP-00037-11,EMP-00037,False,[],False,none
PE-EMP-00037-12,EMP-00037,False,[],False,none
PE-EMP-00038-01,EMP-00038,False,[],False,none
PE-EMP-00038-02,EMP-00038,False,[],False,none
PE-EMP-00038-03,EMP-00038,False,[],False,none
PE-EMP-00038-04,EMP-00038,False,[],False,none
PE-EMP-00038-05,EMP-00038,False,[],False,none
PE-EMP-00038-06,EMP-00038,False,[],False,none
PE-EMP-00038-07,EMP-00038,False,[],False,none
PE-EMP-00038-08,EMP-00038,False,[],False,none
PE-EMP-00038-09,EMP-00038,False,[],False,none
PE-EMP-00038-10,EMP-00038,False,[],True,rule_override
PE-EMP-00038-11,EMP-00038,False,[],False,none
PE-EMP-00038-12,EMP-00038,False,[],False,none
PE-EMP-00039-01,EMP-00039,False,[],False,none
PE-EMP-00039-02,EMP-00039,False,[],False,none
PE-EMP-00039-03-DUP,EMP-00039,False,[],True,duplicate_payment
PE-EMP-00039-04,EMP-00039,False,[],False,none
PE-EMP-00039-05,EMP-00039,False,[],False,none
PE-EMP-00039-06,EMP-00039,False,[],False,none
PE-EMP-00039-07,EMP-00039,True,['exempt_ot_violation'],True,rule_override
PE-EMP-00039-08,EMP-00039,False,[],False,none
PE-EMP-00039-09,EMP-00039,False,[],False,none
PE-EMP-00039-10,EMP-00039,False,[],False,none
PE-EMP-00039-11,EMP-00039,False,[],False,none
PE-EMP-00039-12,EMP-00039,False,[],False,none
PE-EMP-00040-01,EMP-00040,False,[],False,none
PE-EMP-00040-02,EMP-00040,False,[],False,none
PE-EMP-00040-03,EMP-00040,False,[],False,none
PE-EMP-00040-04,EMP-00040,False,[],False,none
PE-EMP-00040-05,EMP-00040,False,[],False,none
PE-EMP-00040-06,EMP-00040,False,[],False,none
PE-EMP-00040-07,EMP-00040,False,[],False,none
PE-EMP-00040-08,EMP-00040,False,[],False,none
PE-EMP-00040-09,EMP-00040,False,[],False,none
PE-EMP-00040-10,EMP-00040,False,[],False,none
PE-EMP-00040-11,EMP-00040,False,[],False,none
PE-EMP-00040-12,EMP-00040,True,['underpaid_overtime'],False,none
PE-EMP-00041-01,EMP-00041,False,[],False,none
PE-EMP-00041-02,EMP-00041,False,[],False,none
PE-EMP-00041-03,EMP-00041,False,[],False,none
PE-EMP-00041-04,EMP-00041,False,[],False,none
PE-EMP-00041-05,EMP-00041,False,[],False,none
PE-EMP-00041-06,EMP-00041,False,[],False,none
PE-EMP-00041-07,EMP-00041,False,[],False,none
PE-EMP-00041-08,EMP-00041,False,[],False,none
PE-EMP-00041-09,EMP-00041,False,[],False,none
PE-EMP-00041-10,EMP-00041,False,[],False,none
